taxid,parent,taxonomic_rank,scientific_name
taxon:163117 [Raniceps raninus]@species,taxon:163116 [Raniceps]@genus,species,Raniceps raninus
taxon:242915 [Plecotus macrobullaris]@species,taxon:27673 [Plecotus]@genus,species,Plecotus macrobullaris
taxon:9660 [Martes americana]@species,taxon:9658 [Martes]@genus,species,Martes americana
taxon:30870 [Sciaenidae]@family,taxon:1489923 [Eupercaria incertae sedis]@no rank,family,Sciaenidae
taxon:45643 [Chenonetta]@genus,taxon:2068716 [Anatinae]@subfamily,genus,Chenonetta
taxon:204898 [Eulamprus heatwolei]@species,taxon:136853 [Eulamprus]@genus,species,Eulamprus heatwolei
taxon:463523 [Plestiodon fasciatus]@species,taxon:391658 [Plestiodon]@genus,species,Plestiodon fasciatus
taxon:57750 [Margaroperdix]@genus,taxon:466544 [Perdicinae]@subfamily,genus,Margaroperdix
taxon:58086 [Thoopterus]@genus,taxon:3136027 [Cynopterinae]@subfamily,genus,Thoopterus
taxon:51346 [Graphiurus murinus]@species,taxon:51345 [Graphiurus]@genus,species,Graphiurus murinus
taxon:126610 [Cordylus oelofseni]@species,taxon:94416 [Cordylus]@genus,species,Cordylus oelofseni
taxon:328518 [Sarcocheilichthys nigripinnis]@species,taxon:149979 [Sarcocheilichthys]@genus,species,Sarcocheilichthys nigripinnis
taxon:75035 [Prionurus]@genus,taxon:145345 [Acanthurinae]@subfamily,genus,Prionurus
taxon:172905 [Schizothorax chongi]@species,taxon:75361 [Schizothorax]@genus,species,Schizothorax chongi
taxon:81393 [Trachipteridae]@family,taxon:81386 [Lampriformes]@order,family,Trachipteridae
taxon:630671 [Coryphaenoides marshalli]@species,taxon:76797 [Coryphaenoides]@genus,species,Coryphaenoides marshalli
taxon:258952 [Scotophilus dinganii]@species,taxon:153296 [Scotophilus]@genus,species,Scotophilus dinganii
taxon:39145 [Enhydris]@genus,taxon:184169 [Homalopsidae]@family,genus,Enhydris
taxon:164016 [Pterygoplichthys]@genus,taxon:503141 [Hypostominae]@subfamily,genus,Pterygoplichthys
taxon:80968 [Amblyglyphidodon curacao]@species,taxon:80967 [Amblyglyphidodon]@genus,species,Amblyglyphidodon curacao
taxon:480622 [Lepidophyma pajapanensis]@species,taxon:8541 [Lepidophyma]@genus,species,Lepidophyma pajapanensis
taxon:1444761 [Matobosaurus]@genus,taxon:126620 [Gerrhosauridae]@family,genus,Matobosaurus
taxon:1137582 [Lasiancistrus planiceps]@species,taxon:337788 [Lasiancistrus]@genus,species,Lasiancistrus planiceps
taxon:356596 [Trachylepis acutilabris]@species,taxon:323737 [Trachylepis]@genus,species,Trachylepis acutilabris
taxon:884336 [Cordylus ukingensis]@species,taxon:94416 [Cordylus]@genus,species,Cordylus ukingensis
taxon:100947 [Petinomys setosus]@species,taxon:100946 [Petinomys]@genus,species,Petinomys setosus
taxon:229092 [Abudefduf septemfasciatus]@species,taxon:36213 [Abudefduf]@genus,species,Abudefduf septemfasciatus
taxon:30864 [Pomatomidae]@family,taxon:1489894 [Scombriformes]@order,family,Pomatomidae
taxon:270559 [Lebiasina]@genus,taxon:909886 [Lebiasininae]@subfamily,genus,Lebiasina
taxon:216983 [Coryphaenoides zaniophorus]@species,taxon:76797 [Coryphaenoides]@genus,species,Coryphaenoides zaniophorus
taxon:36794 [Opsopoeodus emiliae]@species,taxon:36793 [Opsopoeodus]@genus,species,Opsopoeodus emiliae
taxon:238662 [Auchenipterus demerarae]@species,taxon:238661 [Auchenipterus]@genus,species,Auchenipterus demerarae
taxon:365051 [Spratelloides]@genus,taxon:365065 [Spratelloidinae]@subfamily,genus,Spratelloides
taxon:68511 [Chlorophthalmidae]@family,taxon:143312 [Alepisauroidei]@suborder,family,Chlorophthalmidae
taxon:47707 [Sargocentron]@genus,taxon:47702 [Holocentrinae]@subfamily,genus,Sargocentron
taxon:334895 [Monodactylus]@genus,taxon:30853 [Monodactylidae]@family,genus,Monodactylus
taxon:27662 [Uroderma]@genus,taxon:40234 [Stenodermatinae]@subfamily,genus,Uroderma
taxon:241835 [Trachyrincus]@genus,taxon:630388 [Trachyrincinae]@subfamily,genus,Trachyrincus
taxon:30869 [Scatophagidae]@family,taxon:1489923 [Eupercaria incertae sedis]@no rank,family,Scatophagidae
taxon:224313 [Odontophoridae]@family,taxon:8976 [Galliformes]@order,family,Odontophoridae
taxon:365057 [Stolephorus]@genus,taxon:365067 [Engraulinae]@subfamily,genus,Stolephorus
taxon:299714 [Danio choprae]@species,taxon:7954 [Danio]@genus,species,Danio choprae
taxon:187018 [Murina puta]@species,taxon:59488 [Murina]@genus,species,Murina puta
taxon:1077293 [Loxopholis guianense]@species,taxon:2026623 [Loxopholis]@genus,species,Loxopholis guianense
taxon:2025165 [Liodytes]@genus,taxon:169862 [Natricinae]@subfamily,genus,Liodytes
taxon:108405 [Sterna hirundo]@species,taxon:70608 [Sterna]@genus,species,Sterna hirundo
taxon:81953 [Agamidae]@family,taxon:83232 [Acrodonta]@clade,family,Agamidae
taxon:98819 [Pagellus bogaraveo]@species,taxon:50592 [Pagellus]@genus,species,Pagellus bogaraveo
taxon:425479 [Lepidocephalichthys guntea]@species,taxon:425478 [Lepidocephalichthys]@genus,species,Lepidocephalichthys guntea
taxon:291793 [Chanodichthys]@genus,taxon:2743747 [Xenocypridinae]@subfamily,genus,Chanodichthys
taxon:67540 [Gila]@genus,taxon:2743727 [Laviniinae]@subfamily,genus,Gila
taxon:9899 [Ammotragus lervia]@species,taxon:9898 [Ammotragus]@genus,species,Ammotragus lervia
taxon:9796 [Equus caballus]@species,taxon:9789 [Equus]@genus,species,Equus caballus
taxon:39081 [Muscardinus]@genus,taxon:30650 [Gliridae]@family,genus,Muscardinus
taxon:81957 [Polychrotidae]@family,taxon:8511 [Iguania]@suborder,family,Polychrotidae
taxon:67556 [Rhinichthys atratulus]@species,taxon:67555 [Rhinichthys]@genus,species,Rhinichthys atratulus
taxon:41872 [Mugiliformes]@order,taxon:1489919 [Mugilomorphae]@clade,order,Mugiliformes
taxon:352916 [Pseudohemiculter]@genus,taxon:2743747 [Xenocypridinae]@subfamily,genus,Pseudohemiculter
taxon:30628 [Mesomys sp.]@species,taxon:2649027 [unclassified Mesomys]@no rank,species,Mesomys sp.
taxon:470368 [Lerista nichollsi]@species,taxon:66057 [Lerista]@genus,species,Lerista nichollsi
taxon:172917 [Gobiobotia filifer]@species,taxon:75341 [Gobiobotia]@genus,species,Gobiobotia filifer
taxon:7963 [Hypophthalmichthys]@genus,taxon:2743747 [Xenocypridinae]@subfamily,genus,Hypophthalmichthys
taxon:226548 [Exilisciurus concinnus]@species,taxon:226547 [Exilisciurus]@genus,species,Exilisciurus concinnus
taxon:30862 [Pomacanthidae]@family,taxon:1489923 [Eupercaria incertae sedis]@no rank,family,Pomacanthidae
taxon:61808 [Pomacentrus]@genus,taxon:30863 [Pomacentridae]@family,genus,Pomacentrus
taxon:43589 [Crotaphytinae]@subfamily,taxon:8515 [Iguanidae]@family,subfamily,Crotaphytinae
taxon:1155786 [Tetrastes]@genus,taxon:466585 [Tetraoninae]@subfamily,genus,Tetrastes
taxon:796717 [Pinoyscincus coxi]@species,taxon:1273153 [Pinoyscincus]@genus,species,Pinoyscincus coxi
taxon:50370 [Anabantoidei]@suborder,taxon:1489900 [Anabantiformes]@order,suborder,Anabantoidei
taxon:226860 [Xerus rutilus]@species,taxon:226859 [Xerus]@genus,species,Xerus rutilus
taxon:8189 [Mugilidae]@family,taxon:41872 [Mugiliformes]@order,family,Mugilidae
taxon:425629 [Recurvirostridae]@family,taxon:8906 [Charadriiformes]@order,family,Recurvirostridae
taxon:149986 [Gonorynchus greyi]@species,taxon:149984 [Gonorynchus]@genus,species,Gonorynchus greyi
taxon:10013 [Thomomys bottae]@species,taxon:10011 [Thomomys]@genus,species,Thomomys bottae
taxon:196244 [Boinae]@subfamily,taxon:8572 [Boidae]@family,subfamily,Boinae
taxon:75036 [Prionurus maculatus]@species,taxon:75035 [Prionurus]@genus,species,Prionurus maculatus
taxon:9536 [Cercopithecus hamlyni]@species,taxon:9533 [Cercopithecus]@genus,species,Cercopithecus hamlyni
taxon:181542 [Myoprocta acouchy]@species,taxon:43317 [Myoprocta]@genus,species,Myoprocta acouchy
taxon:163128 [Arripis]@genus,taxon:163127 [Arripidae]@family,genus,Arripis
taxon:258931 [Lasiurus atratus]@species,taxon:72130 [Lasiurus]@genus,species,Lasiurus atratus
taxon:154350 [Acheilognathus imberbis]@species,taxon:75333 [Acheilognathus]@genus,species,Acheilognathus imberbis
taxon:388993 [Scleroptila]@genus,taxon:466544 [Perdicinae]@subfamily,genus,Scleroptila
taxon:31101 [Oreosomatidae]@family,taxon:31097 [Zeiformes]@order,family,Oreosomatidae
taxon:150302 [Gobiopterus]@genus,taxon:497223 [Gobiinae]@subfamily,genus,Gobiopterus
taxon:230843 [Gongylomorphus bojerii]@species,taxon:161947 [Gongylomorphus]@genus,species,Gongylomorphus bojerii
taxon:34882 [Enhydra lutris]@species,taxon:34881 [Enhydra]@genus,species,Enhydra lutris
taxon:8249 [Gomphosus varius]@species,taxon:8248 [Gomphosus]@genus,species,Gomphosus varius
taxon:493903 [Cadea]@genus,taxon:1329973 [Cadeidae]@family,genus,Cadea
taxon:999668 [Pinoyscincus mindanensis]@species,taxon:1273153 [Pinoyscincus]@genus,species,Pinoyscincus mindanensis
taxon:192599 [Homalopsis buccata]@species,taxon:192598 [Homalopsis]@genus,species,Homalopsis buccata
taxon:94901 [Rhinocheilus lecontei]@species,taxon:94900 [Rhinocheilus]@genus,species,Rhinocheilus lecontei
taxon:303700 [Xanthichthys]@genus,taxon:31024 [Balistidae]@family,genus,Xanthichthys
taxon:390392 [Lamontichthys stibaros]@species,taxon:390391 [Lamontichthys]@genus,species,Lamontichthys stibaros
taxon:190451 [Otomys occidentalis]@species,taxon:109680 [Otomys]@genus,species,Otomys occidentalis
taxon:150257 [Amblyeleotris]@genus,taxon:497223 [Gobiinae]@subfamily,genus,Amblyeleotris
taxon:55144 [Dryomys]@genus,taxon:55143 [Leithiinae]@subfamily,genus,Dryomys
taxon:658919 [Merganetta armata]@species,taxon:658918 [Merganetta]@genus,species,Merganetta armata
taxon:2743728 [Leuciscinae]@subfamily,taxon:2743726 [Leuciscidae]@family,subfamily,Leuciscinae
taxon:328527 [Gnathopogon]@genus,taxon:2743716 [Sarcocheilichthyinae]@subfamily,genus,Gnathopogon
taxon:909836 [Amblydoras gonzalezi]@species,taxon:238559 [Amblydoras]@genus,species,Amblydoras gonzalezi
taxon:175799 [Cranoglanis]@genus,taxon:31008 [Cranoglanididae]@family,genus,Cranoglanis
taxon:181407 [Physiculus]@genus,taxon:30759 [Moridae]@family,genus,Physiculus
taxon:1137596 [Pseudancistrus sidereus]@species,taxon:471096 [Pseudancistrus]@genus,species,Pseudancistrus sidereus
taxon:45650 [Anseranatidae]@family,taxon:8826 [Anseriformes]@order,family,Anseranatidae
taxon:405196 [Ophioscincus truncatus]@species,taxon:220789 [Ophioscincus]@genus,species,Ophioscincus truncatus
taxon:369681 [Sarcocheilichthys sinensis sinensis]@subspecies,taxon:369680 [Sarcocheilichthys sinensis]@species,subspecies,Sarcocheilichthys sinensis sinensis
taxon:689640 [Clupeichthys aesarnensis]@species,taxon:689639 [Clupeichthys]@genus,species,Clupeichthys aesarnensis
taxon:8888 [Tadorna]@genus,taxon:2068719 [Tadorninae]@subfamily,genus,Tadorna
taxon:13764 [Xyrichtys martinicensis]@species,taxon:13763 [Xyrichtys]@genus,species,Xyrichtys martinicensis
taxon:481883 [Eublepharis macularius]@species,taxon:96736 [Eublepharis]@genus,species,Eublepharis macularius
taxon:43334 [Mazama americana]@species,taxon:43333 [Mazama]@genus,species,Mazama americana
taxon:34999 [Thamnophis]@genus,taxon:169862 [Natricinae]@subfamily,genus,Thamnophis
taxon:9416 [Artibeus]@genus,taxon:40234 [Stenodermatinae]@subfamily,genus,Artibeus
taxon:9995 [Marmota monax]@species,taxon:9992 [Marmota]@genus,species,Marmota monax
taxon:134612 [Lophioidei]@suborder,taxon:8070 [Lophiiformes]@order,suborder,Lophioidei
taxon:88701 [Neoscopelus macrolepidotus]@species,taxon:88700 [Neoscopelus]@genus,species,Neoscopelus macrolepidotus
taxon:581202 [Microphysogobio koreensis]@species,taxon:328542 [Microphysogobio]@genus,species,Microphysogobio koreensis
taxon:48741 [Berardius]@genus,taxon:9756 [Ziphiidae]@family,genus,Berardius
taxon:8980 [Leipoa]@genus,taxon:8977 [Megapodiidae]@family,genus,Leipoa
taxon:220786 [Lerista bipes]@species,taxon:66057 [Lerista]@genus,species,Lerista bipes
taxon:85427 [Zosterisessor]@genus,taxon:497223 [Gobiinae]@subfamily,genus,Zosterisessor
taxon:8899 [Ardeidae]@family,taxon:9205 [Pelecaniformes]@order,family,Ardeidae
taxon:648126 [Acanthopoma]@genus,taxon:30994 [Trichomycteridae]@family,genus,Acanthopoma
taxon:37295 [Cebus olivaceus]@species,taxon:9513 [Cebus]@genus,species,Cebus olivaceus
taxon:1489938 [Terapontoidei]@superfamily,taxon:1489940 [Centrarchiformes]@order,superfamily,Terapontoidei
taxon:243723 [Ariopsis]@genus,taxon:31017 [Ariidae]@family,genus,Ariopsis
taxon:299325 [Parakneria cameronensis]@species,taxon:42624 [Parakneria]@genus,species,Parakneria cameronensis
taxon:129247 [Apodemus draco]@species,taxon:10128 [Apodemus]@genus,species,Apodemus draco
taxon:81394 [Trachipterus]@genus,taxon:81393 [Trachipteridae]@family,genus,Trachipterus
taxon:94933 [Scopeloberyx]@genus,taxon:88706 [Melamphaidae]@family,genus,Scopeloberyx
taxon:221418 [Phractocephalus]@genus,taxon:30998 [Pimelodidae]@family,genus,Phractocephalus
taxon:159333 [Myotis ruber]@species,taxon:9434 [Myotis]@genus,species,Myotis ruber
taxon:8801 [Struthio camelus]@species,taxon:8800 [Struthio]@genus,species,Struthio camelus
taxon:1069379 [Solivomer]@genus,taxon:88699 [Neoscopelidae]@family,genus,Solivomer
taxon:689628 [Potamothrissa acutirostris]@species,taxon:521035 [Potamothrissa]@genus,species,Potamothrissa acutirostris
taxon:80965 [Acanthochromis]@genus,taxon:30863 [Pomacentridae]@family,genus,Acanthochromis
taxon:110941 [Macronycteris commersonii]@species,taxon:2603868 [Macronycteris]@genus,species,Macronycteris commersonii
taxon:470348 [Lerista gascoynensis]@species,taxon:66057 [Lerista]@genus,species,Lerista gascoynensis
taxon:190455 [Otomys unisulcatus]@species,taxon:109680 [Otomys]@genus,species,Otomys unisulcatus
taxon:8062 [Merluccius]@genus,taxon:8061 [Merlucciidae]@family,genus,Merluccius
taxon:47700 [Myripristis berndti]@species,taxon:47699 [Myripristis]@genus,species,Myripristis berndti
taxon:204957 [Notochelys]@genus,taxon:328321 [Geoemydinae]@subfamily,genus,Notochelys
taxon:30861 [Plesiopidae]@family,taxon:1489909 [Ovalentaria incertae sedis]@no rank,family,Plesiopidae
taxon:36184 [Thymallus]@genus,taxon:504569 [Thymallinae]@subfamily,genus,Thymallus
taxon:185476 [Mabuya mabouya]@species,taxon:52176 [Mabuya]@genus,species,Mabuya mabouya
taxon:53276 [Eliomys]@genus,taxon:55143 [Leithiinae]@subfamily,genus,Eliomys
taxon:85565 [Erimystax]@genus,taxon:2743731 [Pogonichthyinae]@subfamily,genus,Erimystax
taxon:241307 [Labroides]@genus,taxon:8247 [Labridae]@family,genus,Labroides
taxon:1001562 [Scotonycteris]@genus,taxon:3136029 [Rousettinae]@subfamily,genus,Scotonycteris
taxon:86936 [Cyprinella formosa]@species,taxon:13476 [Cyprinella]@genus,species,Cyprinella formosa
taxon:174803 [Cercosaura eigenmanni]@species,taxon:174742 [Cercosaura]@genus,species,Cercosaura eigenmanni
taxon:490138 [Microglanis aff. cottoides LBP762]@species,taxon:337755 [Microglanis]@genus,species,Microglanis aff. cottoides LBP762
taxon:99871 [Spermophilopsis leptodactylus]@species,taxon:99870 [Spermophilopsis]@genus,species,Spermophilopsis leptodactylus
taxon:470371 [Lerista petersoni]@species,taxon:66057 [Lerista]@genus,species,Lerista petersoni
taxon:39246 [Tropidophis]@genus,taxon:39698 [Tropidophiidae]@family,genus,Tropidophis
taxon:334896 [Monodactylus argenteus]@species,taxon:334895 [Monodactylus]@genus,species,Monodactylus argenteus
taxon:66180 [Notechinae]@subfamily,taxon:8602 [Elapidae]@family,subfamily,Notechinae
taxon:409029 [Glyphonycteris sylvestris]@species,taxon:409028 [Glyphonycteris]@genus,species,Glyphonycteris sylvestris
taxon:2646988 [unclassified Leposoma]@no rank,taxon:174750 [Leposoma]@genus,no rank,unclassified Leposoma
taxon:249011 [Cormura]@genus,taxon:461394 [Emballonurinae]@subfamily,genus,Cormura
taxon:234870 [Erimonax]@genus,taxon:2743731 [Pogonichthyinae]@subfamily,genus,Erimonax
taxon:54358 [Psophia]@genus,taxon:54357 [Psophiidae]@family,genus,Psophia
taxon:470325 [Lerista ameles]@species,taxon:66057 [Lerista]@genus,species,Lerista ameles
taxon:999361 [Barbodes carnaticus]@species,taxon:137062 [Barbodes]@genus,species,Barbodes carnaticus
taxon:1137580 [Lasiancistrus aff. caucanus RC-2012]@species,taxon:337788 [Lasiancistrus]@genus,species,Lasiancistrus aff. caucanus RC-2012
taxon:175777 [Glyptosternon]@genus,taxon:1128655 [Glyptosterninae]@subfamily,genus,Glyptosternon
taxon:86918 [Mylocheilus caurinus]@species,taxon:86917 [Mylocheilus]@genus,species,Mylocheilus caurinus
taxon:1938376 [Hypsiscopus]@genus,taxon:184169 [Homalopsidae]@family,genus,Hypsiscopus
taxon:9539 [Macaca]@genus,taxon:9528 [Cercopithecinae]@subfamily,genus,Macaca
taxon:27603 [Caperea]@genus,taxon:226940 [Neobalaenidae]@family,genus,Caperea
taxon:161909 [Microspathodon chrysurus]@species,taxon:161908 [Microspathodon]@genus,species,Microspathodon chrysurus
taxon:36239 [Mustela nivalis]@species,taxon:9665 [Mustela]@genus,species,Mustela nivalis
taxon:230622 [Feylinia grandisquamis]@species,taxon:230621 [Feylinia]@genus,species,Feylinia grandisquamis
taxon:415933 [Myotis altarium]@species,taxon:9434 [Myotis]@genus,species,Myotis altarium
taxon:241321 [Malapterus reticulatus]@species,taxon:241320 [Malapterus]@genus,species,Malapterus reticulatus
taxon:232994 [Pteronotropis harperi]@species,taxon:126322 [Pteronotropis]@genus,species,Pteronotropis harperi
taxon:503133 [Rineloricaria platyura]@species,taxon:52091 [Rineloricaria]@genus,species,Rineloricaria platyura
taxon:71759 [Phenacobius mirabilis]@species,taxon:67551 [Phenacobius]@genus,species,Phenacobius mirabilis
taxon:109039 [Lyrurus mlokosiewiczi]@species,taxon:1233215 [Lyrurus]@genus,species,Lyrurus mlokosiewiczi
taxon:196128 [Chrysiptera rollandi]@species,taxon:80978 [Chrysiptera]@genus,species,Chrysiptera rollandi
taxon:509072 [Hypsiglena ochrorhynchus]@species,taxon:46304 [Hypsiglena]@genus,species,Hypsiglena ochrorhynchus
taxon:529714 [Narophis bimaculatus]@species,taxon:3148894 [Narophis]@genus,species,Narophis bimaculatus
taxon:205339 [Gagata]@genus,taxon:1128656 [Sisorinae]@subfamily,genus,Gagata
taxon:2618357 [unclassified Zonosaurus]@no rank,taxon:143653 [Zonosaurus]@genus,no rank,unclassified Zonosaurus
taxon:1489936 [Triodontoidei]@suborder,taxon:31022 [Tetraodontiformes]@order,suborder,Triodontoidei
taxon:310352 [Pygathrix nigripes]@species,taxon:54132 [Pygathrix]@genus,species,Pygathrix nigripes
taxon:174599 [Sapajus xanthosternos]@species,taxon:1532884 [Sapajus]@genus,species,Sapajus xanthosternos
taxon:13675 [Scomber]@genus,taxon:186746 [Scombrini]@tribe,genus,Scomber
taxon:3371130 [Nesonycteris fardoulisi]@species,taxon:3371070 [Nesonycteris]@genus,species,Nesonycteris fardoulisi
taxon:2644579 [unclassified Rineloricaria]@no rank,taxon:52091 [Rineloricaria]@genus,no rank,unclassified Rineloricaria
taxon:94247 [Dipodomys merriami]@species,taxon:10016 [Dipodomys]@genus,species,Dipodomys merriami
taxon:181401 [Bythitidae]@family,taxon:181400 [Bythitoidei]@suborder,family,Bythitidae
taxon:470399 [Lerista zonulata]@species,taxon:66057 [Lerista]@genus,species,Lerista zonulata
taxon:129246 [Apodemus chevrieri]@species,taxon:10128 [Apodemus]@genus,species,Apodemus chevrieri
taxon:109720 [Chaetodontoplus]@genus,taxon:30862 [Pomacanthidae]@family,genus,Chaetodontoplus
taxon:9507 [Ateles belzebuth]@species,taxon:9506 [Ateles]@genus,species,Ateles belzebuth
taxon:8157 [Carangidae]@family,taxon:1489907 [Carangiformes]@order,family,Carangidae
taxon:163125 [Pampus]@genus,taxon:94243 [Stromateidae]@family,genus,Pampus
taxon:188569 [Hipposideros pratti]@species,taxon:58068 [Hipposideros]@genus,species,Hipposideros pratti
taxon:119692 [Caesioninae]@subfamily,taxon:30850 [Lutjanidae]@family,subfamily,Caesioninae
taxon:298880 [Gerbillus gerbillus]@species,taxon:10186 [Gerbillus]@genus,species,Gerbillus gerbillus
taxon:204958 [Notochelys platynota]@species,taxon:204957 [Notochelys]@genus,species,Notochelys platynota
taxon:388974 [Bambusicola fytchii]@species,taxon:9082 [Bambusicola]@genus,species,Bambusicola fytchii
taxon:138707 [Rhinophylla pumilio]@species,taxon:138698 [Rhinophylla]@genus,species,Rhinophylla pumilio
taxon:2743697 [Labeonini]@tribe,taxon:2743695 [Labeoninae]@subfamily,tribe,Labeonini
taxon:59467 [Nycteris thebaica]@species,taxon:59466 [Nycteris]@genus,species,Nycteris thebaica
taxon:9403 [Pteropus poliocephalus]@species,taxon:9401 [Pteropus]@genus,species,Pteropus poliocephalus
taxon:30639 [Mastomys]@genus,taxon:39107 [Murinae]@subfamily,genus,Mastomys
taxon:495047 [Lycothrissa]@genus,taxon:365066 [Coilinae]@subfamily,genus,Lycothrissa
taxon:69082 [Niviventer]@genus,taxon:39107 [Murinae]@subfamily,genus,Niviventer
taxon:30874 [Sillaginidae]@family,taxon:1489923 [Eupercaria incertae sedis]@no rank,family,Sillaginidae
taxon:9600 [Pongo pygmaeus]@species,taxon:9599 [Pongo]@genus,species,Pongo pygmaeus
taxon:342860 [Hypsugo cadornae]@species,taxon:109484 [Hypsugo]@genus,species,Hypsugo cadornae
taxon:470354 [Lerista ingrami]@species,taxon:66057 [Lerista]@genus,species,Lerista ingrami
taxon:13733 [Trichiurus lepturus]@species,taxon:13732 [Trichiurus]@genus,species,Trichiurus lepturus
taxon:118796 [Lipotes]@genus,taxon:119500 [Lipotidae]@family,genus,Lipotes
taxon:58065 [Eonycteris spelaea]@species,taxon:58064 [Eonycteris]@genus,species,Eonycteris spelaea
taxon:214933 [Apodemus latronum]@species,taxon:10128 [Apodemus]@genus,species,Apodemus latronum
taxon:322121 [Syncrossus berdmorei]@species,taxon:322117 [Syncrossus]@genus,species,Syncrossus berdmorei
taxon:8075 [Atheriniformes]@order,taxon:1489913 [Atherinomorphae]@superorder,order,Atheriniformes
taxon:503139 [Delturinae]@subfamily,taxon:31002 [Loricariidae]@family,subfamily,Delturinae
taxon:28793 [Notropis]@genus,taxon:2743731 [Pogonichthyinae]@subfamily,genus,Notropis
taxon:562814 [Trachyrincus scabrus]@species,taxon:241835 [Trachyrincus]@genus,species,Trachyrincus scabrus
taxon:57775 [Acanthemblemaria]@genus,taxon:57770 [Chaenopsidae]@family,genus,Acanthemblemaria
taxon:192407 [Sturnira magna]@species,taxon:27659 [Sturnira]@genus,species,Sturnira magna
taxon:303930 [Taurotragus derbianus]@species,taxon:303929 [Taurotragus]@genus,species,Taurotragus derbianus
taxon:630736 [Lucigadus nigromaculatus]@species,taxon:630735 [Lucigadus]@genus,species,Lucigadus nigromaculatus
taxon:81934 [Leggadina]@genus,taxon:39107 [Murinae]@subfamily,genus,Leggadina
taxon:229096 [Amblyglyphidodon leucogaster]@species,taxon:80967 [Amblyglyphidodon]@genus,species,Amblyglyphidodon leucogaster
taxon:1035786 [Microhyla sp. MZB Amp 15291]@species,taxon:2609362 [unclassified Microhyla]@no rank,species,Microhyla sp. MZB Amp 15291
taxon:111836 [Hybopsis amblops]@species,taxon:87727 [Hybopsis]@genus,species,Hybopsis amblops
taxon:238680 [Centromochlus heckelii]@species,taxon:238679 [Centromochlus]@genus,species,Centromochlus heckelii
taxon:356597 [Trachylepis occidentalis]@species,taxon:323737 [Trachylepis]@genus,species,Trachylepis occidentalis
taxon:401535 [Stenodactylus petrii]@species,taxon:94422 [Stenodactylus]@genus,species,Stenodactylus petrii
taxon:337963 [Neotominae]@subfamily,taxon:337677 [Cricetidae]@family,subfamily,Neotominae
taxon:148037 [Pygoderma bilabiatum]@species,taxon:148028 [Pygoderma]@genus,species,Pygoderma bilabiatum
taxon:100988 [Tropidechis]@genus,taxon:66180 [Notechinae]@subfamily,genus,Tropidechis
taxon:394139 [Phasmasaurus tillieri]@species,taxon:2025342 [Phasmasaurus]@genus,species,Phasmasaurus tillieri
taxon:648140 [Pareiodon]@genus,taxon:30994 [Trichomycteridae]@family,genus,Pareiodon
taxon:278166 [Sinibotia superciliaris]@species,taxon:322125 [Sinibotia]@genus,species,Sinibotia superciliaris
taxon:685730 [Murina aenea]@species,taxon:59488 [Murina]@genus,species,Murina aenea
taxon:1434765 [Parvoscincus lawtoni]@species,taxon:999444 [Parvoscincus]@genus,species,Parvoscincus lawtoni
taxon:470324 [Lerista allochira]@species,taxon:66057 [Lerista]@genus,species,Lerista allochira
taxon:9537 [Erythrocebus]@genus,taxon:9528 [Cercopithecinae]@subfamily,genus,Erythrocebus
taxon:373249 [Ilisha africana]@species,taxon:365053 [Ilisha]@genus,species,Ilisha africana
taxon:83388 [Coryphaenoides nasutus]@species,taxon:76797 [Coryphaenoides]@genus,species,Coryphaenoides nasutus
taxon:9793 [Equus asinus]@species,taxon:9789 [Equus]@genus,species,Equus asinus
taxon:303735 [Ostracioidei]@superfamily,taxon:31022 [Tetraodontiformes]@order,superfamily,Ostracioidei
taxon:2621441 [unclassified Rhodimitidium]@no rank,taxon:111273 [Rhodimitidium]@genus,no rank,unclassified Rhodimitidium
taxon:425627 [Cladorhynchus]@genus,taxon:425629 [Recurvirostridae]@family,genus,Cladorhynchus
taxon:186471 [Tatera indica]@species,taxon:41262 [Tatera]@genus,species,Tatera indica
taxon:45478 [Cynomys]@genus,taxon:337730 [Marmotini]@tribe,genus,Cynomys
taxon:1194720 [Brachyhypopomus occidentalis]@species,taxon:38295 [Brachyhypopomus]@genus,species,Brachyhypopomus occidentalis
taxon:9567 [Mandrillus]@genus,taxon:9528 [Cercopithecinae]@subfamily,genus,Mandrillus
taxon:2562273 [Tiaroga]@genus,taxon:2743731 [Pogonichthyinae]@subfamily,genus,Tiaroga
taxon:884239 [Chamaesaura aenea]@species,taxon:126627 [Chamaesaura]@genus,species,Chamaesaura aenea
taxon:286092 [Spalerosophis microlepis]@species,taxon:166083 [Spalerosophis]@genus,species,Spalerosophis microlepis
taxon:388989 [Ammoperdix]@genus,taxon:466544 [Perdicinae]@subfamily,genus,Ammoperdix
taxon:88656 [Anoplogaster cornuta]@species,taxon:88655 [Anoplogaster]@genus,species,Anoplogaster cornuta
taxon:174792 [Loxopholis percarinatum]@species,taxon:2026623 [Loxopholis]@genus,species,Loxopholis percarinatum
taxon:241282 [Coris batuensis]@species,taxon:126328 [Coris]@genus,species,Coris batuensis
taxon:241326 [Oxycheilinus]@genus,taxon:8247 [Labridae]@family,genus,Oxycheilinus
taxon:30866 [Pseudochromidae]@family,taxon:1489909 [Ovalentaria incertae sedis]@no rank,family,Pseudochromidae
taxon:9874 [Odocoileus virginianus]@species,taxon:9871 [Odocoileus]@genus,species,Odocoileus virginianus
